BorrowerID,LoanDate,LoanAmount,InterestRate,LoanTermMonths,CreditScore,AnnualIncome,DebtToIncomeRatio,EmploymentLengthYears,HomeOwnership,Purpose,MonthlyPayment,OpenAccounts,TotalAccounts,MonthsSinceLastDelinquency,RevolvingUtilization,HasBankruptcies,HasTaxLiens,State,Age,EducationLevel,MaritalStatus,NumberOfDependents,TimeAtCurrentAddressMonths,Defaulted
1097,2020-07-14,45918,0.06528797220788954,24,592,82471,0.43388861322288064,6,Own,Other,652,1,10,48.0,0.34353294458149164,0,0,TX,65,PhD,Widowed,2,82,0
1098,2021-08-20,40951,0.2291768362385319,48,820,111080,0.12966911540319495,16,Rent,Credit Card Refinancing,744,2,15,12.0,0.9704870906370644,0,0,CA,23,High School,Married,1,122,0
1099,2021-05-31,26150,0.20878587717199296,60,823,75828,0.4287841528923062,17,Rent,Other,165,10,9,46.0,0.5831617114337359,0,0,OH,35,PhD,Married,4,212,0
1100,2022-05-14,32852,0.08166078002112287,24,562,136884,0.5415597033373876,1,Mortgage,Credit Card Refinancing,1520,10,12,31.0,0.4616114176657774,0,0,NY,37,High School,Single,0,176,0
1101,2023-02-15,43870,0.06035717774656338,24,723,128007,0.3885209309950125,2,Mortgage,Other,1333,14,11,27.0,0.6577574650262021,0,0,FL,45,Master's,Married,1,105,0
1102,2022-03-16,2283,0.1614621150628617,48,724,66104,0.27700981901600563,18,Own,Business,1597,9,19,52.0,0.8158391711776937,0,0,FL,28,PhD,Widowed,0,224,0
1103,2023-03-28,34691,0.08120716226799539,48,845,60934,0.510454817035308,0,Rent,Credit Card Refinancing,764,7,5,30.0,0.3942081548507492,0,0,GA,25,Associate's,Divorced,0,72,0
1104,2022-03-25,2125,0.21691819051905442,60,836,134420,0.4912560041029147,9,Own,Credit Card Refinancing,783,7,5,7.0,0.03295417511463794,0,0,FL,58,PhD,Divorced,1,235,1
1105,2020-08-15,2529,0.12166693133433476,12,602,26050,0.37209107711565037,13,Rent,Other,1009,14,13,7.0,0.7088062979704114,0,0,TX,67,Master's,Single,1,110,0
1106,2020-08-03,27170,0.2325784889473151,12,714,195024,0.17718088494795017,12,Own,Home Improvement,936,10,19,59.0,0.9561667844973851,0,0,MI,62,Master's,Married,4,113,0
1107,2022-08-05,9438,0.16313763442820117,36,691,28484,0.2254932427615907,8,Mortgage,Other,670,8,9,33.0,0.624986650276338,0,0,TX,26,Master's,Single,1,141,0
1108,2020-01-15,21095,0.08653447684793364,24,659,82648,0.4692419860930529,5,Own,Credit Card Refinancing,795,12,4,22.0,0.18841447854547333,0,0,IL,23,High School,Married,4,232,1
1109,2023-03-26,17154,0.07791977347196002,60,706,79945,0.5030410826974637,5,Mortgage,Credit Card Refinancing,1613,12,19,9.0,0.24824253218111036,0,0,PA,26,PhD,Divorced,0,238,0
1110,2023-07-08,9004,0.1652944875115508,24,768,51323,0.2396326390204949,18,Rent,Home Improvement,279,8,8,36.0,0.9097507186313742,0,0,OH,24,Associate's,Married,1,43,0
1111,2023-03-26,10752,0.2023767223724888,60,693,106332,0.28399253859339335,9,Rent,Debt Consolidation,933,9,2,47.0,0.013562095604470636,0,0,IL,63,Associate's,Married,4,9,0
1112,2020-02-16,44360,0.20630112954843643,60,651,114605,0.13881594262489758,2,Mortgage,Home Improvement,1959,2,23,24.0,0.5487466654634174,0,0,OH,29,Bachelor's,Single,4,40,0
1113,2020-11-19,27819,0.10515148088825627,60,736,186433,0.4567309741832499,17,Rent,Debt Consolidation,1647,14,14,50.0,0.15867764519395577,0,0,FL,47,Master's,Divorced,2,46,0
1114,2022-04-23,37632,0.0908493517824335,24,587,30315,0.10178877230001568,18,Own,Credit Card Refinancing,1582,8,4,32.0,0.2827644352170794,0,0,IL,31,Associate's,Married,4,239,0
1115,2020-05-09,27515,0.053351260898476485,48,510,67968,0.12327076060953404,4,Mortgage,Business,1191,8,4,44.0,0.3069816494932601,0,0,PA,55,Master's,Divorced,4,58,0
1116,2023-12-05,25217,0.18583983024023387,24,686,177591,0.10217203389204496,10,Rent,Business,1452,13,16,3.0,0.21928274773832757,0,0,NC,67,Associate's,Married,2,225,0
1117,2020-04-04,24172,0.0653136516867078,60,713,29107,0.4226597916688084,9,Own,Other,301,5,22,6.0,0.7923520627061558,0,0,PA,57,PhD,Divorced,3,184,0
1118,2021-09-18,33994,0.13415224035318515,36,514,75781,0.30869356385027324,16,Own,Home Improvement,1598,5,20,32.0,0.3322091739787588,0,0,MI,33,Bachelor's,Married,1,140,0
1119,2022-01-24,16036,0.17033643280365923,12,765,23869,0.24877338067166513,3,Rent,Home Improvement,1641,4,29,1.0,0.345484991265538,0,0,CA,41,Master's,Widowed,2,101,1
1120,2023-08-08,12739,0.2374217889839354,60,796,100983,0.5563505051785552,17,Rent,Business,1138,14,5,47.0,0.4530068136934591,0,0,OH,50,High School,Divorced,4,25,0
1121,2022-03-04,33220,0.11236042739115373,36,572,178442,0.19640139733830334,17,Own,Debt Consolidation,1165,5,14,45.0,0.9022952887404225,0,0,TX,35,High School,Widowed,4,238,0
1122,2023-07-30,10587,0.09995443248930397,48,551,27971,0.29468400519070026,0,Mortgage,Home Improvement,642,2,14,31.0,0.688173032026683,0,0,PA,69,Associate's,Widowed,1,89,0
1123,2020-03-09,45517,0.1808320308572197,60,627,116805,0.5701559004638759,13,Rent,Debt Consolidation,1081,2,16,4.0,0.0617497041677777,0,0,NY,26,PhD,Widowed,0,144,1
1124,2020-01-11,31129,0.17384780641071634,36,527,45651,0.31355328141852123,7,Rent,Debt Consolidation,1816,5,20,56.0,0.03926192103657411,0,0,OH,69,Master's,Married,2,179,0
1125,2023-07-01,1645,0.11642195666162491,60,564,76974,0.3773468428235289,1,Mortgage,Debt Consolidation,873,11,17,45.0,0.5663892295770254,0,0,CA,48,Bachelor's,Divorced,3,124,0
1126,2022-05-21,31930,0.23562036710195733,24,516,43446,0.1401684332847438,18,Mortgage,Debt Consolidation,1412,13,8,16.0,0.8870605617272078,1,0,NY,25,PhD,Married,1,208,1
1127,2021-07-03,17299,0.21897246549792657,36,637,189180,0.49508319344673113,14,Rent,Other,1656,3,4,11.0,0.3232514760005911,0,0,NC,50,Associate's,Married,1,231,0
1128,2023-03-03,31090,0.09479650917301624,24,818,23823,0.31137938854411906,1,Mortgage,Other,793,1,27,51.0,0.24777182890216842,0,0,NC,24,PhD,Divorced,2,99,0
1129,2021-12-12,22953,0.09782850908690464,24,728,164526,0.5002575622992417,3,Own,Business,1819,9,21,11.0,0.7481910453130791,0,0,OH,54,Bachelor's,Single,4,215,0
1130,2020-01-23,47443,0.15246006937741613,36,753,155004,0.22689882127799607,0,Own,Other,1367,2,3,34.0,0.6020913664698274,0,0,NY,51,PhD,Married,4,200,1
1131,2022-03-25,27475,0.20471442034614407,12,709,161292,0.311239375280705,18,Own,Home Improvement,1985,14,19,20.0,0.5650273423568051,0,0,IL,57,Master's,Widowed,3,181,0
1132,2020-12-11,19888,0.05880807587769288,36,793,87965,0.4932744681825052,9,Rent,Other,1784,12,26,20.0,0.14930119914354112,0,0,FL,30,Associate's,Married,2,238,0
1133,2020-10-28,44732,0.18866703074694136,12,730,179280,0.5869388835218199,0,Mortgage,Home Improvement,1891,14,12,57.0,0.17596131866098563,0,0,NY,22,Bachelor's,Single,1,180,0
1134,2020-12-28,17087,0.1796471794764194,60,740,30510,0.12981276219363444,19,Own,Home Improvement,711,10,2,1.0,0.28178777592402426,0,0,NY,69,Associate's,Widowed,2,195,0
1135,2021-01-30,47305,0.09629601918259766,60,569,195117,0.5062280887094521,14,Mortgage,Debt Consolidation,1690,2,17,52.0,0.20683893468193693,0,0,MI,44,Master's,Married,0,124,0
1136,2020-08-05,47037,0.18627060264826978,36,603,161609,0.25034453381355515,3,Own,Business,1821,14,18,56.0,0.9714447450464361,0,0,GA,24,Bachelor's,Divorced,1,24,0
1137,2020-05-20,10346,0.23803663825041654,60,703,125935,0.37537164044553606,6,Mortgage,Debt Consolidation,1955,4,17,20.0,0.01861101635615736,0,0,IL,53,Bachelor's,Widowed,3,107,0
1138,2022-08-15,1587,0.059357168994353705,48,552,89134,0.24504613247537396,6,Own,Debt Consolidation,1721,2,11,14.0,0.6260563384293241,0,0,GA,45,Associate's,Single,3,214,0
1139,2023-05-18,13763,0.1139304110584125,24,829,92254,0.40672273628399513,17,Own,Other,1297,7,18,10.0,0.5175988248754383,0,0,NY,27,PhD,Married,1,14,0
1140,2022-09-11,42945,0.13763534333327107,24,553,164854,0.27690141532198775,12,Own,Other,1657,12,4,9.0,0.3232512358984363,0,0,NY,34,PhD,Divorced,4,22,0
1141,2022-09-19,5079,0.22985207178493794,12,775,134780,0.2668074454888407,9,Own,Home Improvement,1632,10,19,17.0,0.8875887121039754,0,0,TX,36,High School,Widowed,1,226,0
1142,2022-04-07,37116,0.24245228932183135,60,834,145544,0.11896915646796777,7,Own,Other,343,1,20,22.0,0.6701625775392822,0,0,MI,51,High School,Widowed,1,228,0
1143,2021-11-13,21215,0.13882304929926645,12,530,85587,0.17348020295190578,9,Own,Other,159,11,15,30.0,0.9983543513232265,0,0,GA,33,Bachelor's,Divorced,0,128,0
1144,2022-09-30,26817,0.20000568242843825,24,634,102238,0.5585390994327394,13,Own,Credit Card Refinancing,203,2,22,53.0,0.16865595932648536,0,0,GA,61,Associate's,Single,1,31,0
1145,2020-12-21,25765,0.1563322047528966,24,557,95720,0.5991387144366231,13,Own,Home Improvement,750,11,26,54.0,0.08786783586782876,0,0,TX,69,Bachelor's,Widowed,2,85,0
1146,2022-10-04,31112,0.15755658694827532,60,604,98004,0.49026028793480325,19,Own,Home Improvement,1426,5,3,55.0,0.13939726746634395,0,0,CA,56,Associate's,Single,2,58,0
1147,2023-09-09,26556,0.10561990301327129,48,765,42072,0.2434063123867434,10,Mortgage,Credit Card Refinancing,1794,2,13,25.0,0.26929096758459625,0,0,OH,49,Master's,Single,3,69,0
1148,2023-03-02,19099,0.09339124917277591,48,509,101015,0.30122256922179624,5,Mortgage,Home Improvement,1110,9,12,52.0,0.41678699156795607,0,0,FL,25,High School,Divorced,4,147,0
1149,2022-06-06,44553,0.10760106918480823,60,752,92746,0.4697517274530414,0,Rent,Business,1867,4,18,1.0,0.8626032850019429,0,0,TX,28,Bachelor's,Widowed,3,106,0
1150,2020-05-06,46096,0.16126560145141589,60,794,196774,0.5842567784415991,18,Own,Business,176,9,28,38.0,0.2835917663288866,0,0,IL,68,Master's,Married,0,181,0
1151,2023-02-03,7450,0.0558310372044178,12,655,122260,0.32773558536468383,6,Mortgage,Credit Card Refinancing,1141,11,7,6.0,0.9152433100276822,0,0,PA,64,PhD,Divorced,1,85,0
1152,2022-10-05,14230,0.23144978887128118,60,657,157129,0.5147612076441873,17,Mortgage,Other,1657,12,20,23.0,0.46290768840471663,0,0,CA,37,High School,Divorced,3,2,0
1153,2021-08-26,30009,0.08125674190995524,48,536,148259,0.5875344612993585,2,Mortgage,Business,1307,1,14,38.0,0.6470700185389826,1,0,NC,43,Associate's,Single,1,181,0
1154,2023-11-02,6433,0.09401773537427732,60,618,50916,0.5367365855280022,19,Mortgage,Credit Card Refinancing,1780,1,8,31.0,0.26440771405595076,0,0,PA,67,PhD,Married,3,195,0
1155,2022-10-10,34866,0.1536552352895293,12,566,47268,0.21357487338566347,10,Mortgage,Business,1673,1,23,25.0,0.15601381602353792,0,0,TX,66,PhD,Divorced,1,47,0
1156,2020-02-20,40864,0.1920229532674559,12,741,195050,0.10401593193781147,4,Mortgage,Debt Consolidation,1404,14,12,22.0,0.8694569406580492,0,0,CA,62,Master's,Single,3,115,0
1157,2022-11-18,19710,0.06914581094887946,12,798,43259,0.3460408526942076,18,Rent,Credit Card Refinancing,1411,4,8,13.0,0.10950618052016392,0,0,NC,46,Bachelor's,Widowed,2,53,0
1158,2023-08-12,12439,0.11353893950943245,12,712,99400,0.36568041584763344,1,Mortgage,Home Improvement,1778,9,14,28.0,0.7740213057670227,0,0,NY,24,Bachelor's,Single,0,185,0
1159,2023-08-13,42855,0.24373492111487144,36,807,54293,0.20062518227558482,3,Rent,Business,1648,8,14,24.0,0.5809843060768575,1,0,MI,43,Master's,Married,3,222,0
1160,2022-02-17,17021,0.10246859335618914,60,600,131581,0.24233719597340883,9,Rent,Home Improvement,797,7,22,55.0,0.8611377816788489,0,0,PA,52,PhD,Married,2,226,1
1161,2023-12-01,7416,0.11261002901262938,24,555,27043,0.4825765804242734,1,Own,Credit Card Refinancing,1597,1,2,30.0,0.7178184120981771,0,0,PA,58,High School,Single,4,25,0
1162,2022-03-24,7980,0.21729969812360672,60,831,127009,0.3351736293565669,7,Own,Business,1045,3,20,1.0,0.2816641021115418,0,0,TX,43,PhD,Widowed,3,35,0
1163,2023-11-29,19058,0.06004288633809105,36,823,58893,0.2586770418001283,0,Own,Home Improvement,366,9,20,1.0,0.5744275972572762,1,0,PA,48,Master's,Married,1,157,0
1164,2023-10-01,12101,0.14292263376179418,12,738,191714,0.41131301368095974,5,Mortgage,Other,880,9,24,22.0,0.013073619605447284,0,0,NY,23,PhD,Married,0,204,0
1165,2021-02-23,41718,0.12592335289033404,36,730,181940,0.42637987798806265,10,Own,Other,708,5,16,57.0,0.475218342372429,0,1,GA,43,PhD,Widowed,2,87,0
1166,2023-04-20,33602,0.11331735198173024,48,591,46309,0.48469788842040107,9,Mortgage,Debt Consolidation,1045,12,15,46.0,0.08601363557203567,0,0,CA,38,PhD,Divorced,2,220,0
1167,2022-09-09,10122,0.1071399188089529,48,778,43284,0.17835464788145958,12,Mortgage,Credit Card Refinancing,1480,13,4,10.0,0.4289449978103297,1,0,PA,69,PhD,Married,0,110,0
1168,2022-04-04,13576,0.06827482097208185,60,608,146801,0.4707586261634952,0,Own,Home Improvement,1929,6,28,28.0,0.1096118079986772,0,0,CA,41,High School,Single,3,145,0
1169,2022-10-21,28516,0.11296516587032977,60,816,133259,0.3997141960552093,1,Own,Debt Consolidation,1124,11,22,41.0,0.955479806945415,0,0,NC,45,Associate's,Widowed,1,80,0
1170,2021-07-20,23433,0.05861048054313372,24,667,120804,0.12878593265139857,2,Rent,Credit Card Refinancing,1930,13,21,34.0,0.5230679574077278,0,0,NC,66,Associate's,Married,4,177,0
1171,2021-01-05,2089,0.20619277272888706,24,799,89000,0.4887228141267056,8,Rent,Other,1150,6,5,48.0,0.9132179852766433,0,0,PA,52,Bachelor's,Divorced,3,184,0
1172,2022-07-24,38346,0.12964555879160233,48,717,104179,0.2915401406665925,4,Mortgage,Home Improvement,647,10,8,8.0,0.022366222965765847,0,0,PA,64,Associate's,Married,0,201,0
1173,2021-10-22,10127,0.13878076646398232,12,721,85049,0.26519046716481876,9,Mortgage,Business,259,4,2,31.0,0.6376532838818979,0,0,NC,29,Associate's,Divorced,3,131,0
1174,2023-12-25,11487,0.22871891729002633,36,660,49265,0.32403757579081716,9,Own,Other,1036,1,24,29.0,0.3069545019266202,0,0,IL,26,Associate's,Married,3,22,0
1175,2022-08-26,1155,0.18161099677224415,24,515,43880,0.27308753865306457,11,Own,Business,498,5,25,14.0,0.4318289959652363,0,0,NC,23,PhD,Married,0,223,0
1176,2023-08-25,2958,0.05161182066842396,24,777,104579,0.2691427961049545,17,Rent,Business,642,13,20,13.0,0.8730873952146897,0,0,IL,25,PhD,Single,0,142,0
1177,2023-03-06,11693,0.238634964592257,12,556,151327,0.5040388338503128,0,Own,Home Improvement,226,1,4,50.0,0.9800210947587448,0,0,FL,56,High School,Widowed,4,131,0
1178,2020-07-20,40112,0.09742889319554225,12,561,152574,0.16225262718284614,2,Mortgage,Home Improvement,1897,1,21,16.0,0.24649195443335237,0,0,NY,55,PhD,Widowed,0,38,0
1179,2023-12-30,39547,0.07152283695197177,60,826,85424,0.5853000339287293,4,Own,Business,1980,11,16,21.0,0.9482532853533017,0,0,NY,24,PhD,Single,0,87,0
1180,2020-11-08,29795,0.20362563567617645,36,741,90966,0.3774658221871716,16,Rent,Debt Consolidation,1108,5,14,51.0,0.6887269488817191,0,0,CA,69,Associate's,Widowed,0,21,0
1181,2020-04-26,22447,0.15009546317334366,12,589,192438,0.19146199921065646,7,Mortgage,Business,1047,5,23,29.0,0.9514139143572707,0,0,MI,41,High School,Widowed,2,179,0
1182,2022-07-25,37598,0.1367541132036035,24,571,178497,0.16560774146584326,16,Rent,Business,309,7,15,16.0,0.56236699862121,0,0,TX,30,High School,Widowed,0,24,0
1183,2021-07-28,42814,0.09990061593654836,24,825,87396,0.39575476606749127,8,Rent,Home Improvement,249,2,8,15.0,0.9607562849914706,0,0,CA,27,Associate's,Married,0,96,0
1184,2020-08-31,26215,0.15949429797246373,48,529,91694,0.41649972192346396,5,Mortgage,Credit Card Refinancing,130,6,2,51.0,0.8924554581474337,0,0,PA,68,Associate's,Married,0,45,0
1185,2021-06-20,10794,0.10487692104051749,12,787,156878,0.1265128855149054,16,Rent,Other,711,2,14,7.0,0.12859174122544603,0,0,OH,26,High School,Divorced,4,197,0
1186,2020-03-15,34209,0.23031660105741353,60,585,37106,0.2215009570643929,7,Own,Home Improvement,1964,13,5,58.0,0.3107899271017305,0,0,NC,62,Master's,Divorced,3,225,0
1187,2021-01-20,23424,0.09304089594663856,36,733,76731,0.49773096061073363,6,Own,Debt Consolidation,401,10,13,38.0,0.24306319151251188,1,0,OH,59,Associate's,Widowed,0,172,0
1188,2023-05-18,48246,0.22687103009115073,60,734,95010,0.12481231387176275,6,Rent,Other,1062,5,8,30.0,0.572099326050257,0,0,FL,56,Associate's,Widowed,0,47,0
1189,2021-04-19,38396,0.1618810851454714,24,812,52599,0.5275443319530181,14,Own,Home Improvement,964,4,28,11.0,0.8027994315059253,0,0,FL,52,High School,Widowed,4,185,0
1190,2021-02-21,7370,0.21569762677904822,60,764,91326,0.4290812382631668,6,Rent,Home Improvement,1854,11,3,32.0,0.7594114468868812,0,0,GA,34,Master's,Single,3,147,0
1191,2020-12-12,10528,0.192569199172191,24,786,95706,0.31721162968160244,7,Own,Credit Card Refinancing,864,10,18,57.0,0.7267491322834767,0,0,FL,47,Master's,Married,4,162,0
1192,2021-10-01,29276,0.18933902228734972,24,826,29004,0.2732164244854579,8,Rent,Debt Consolidation,782,5,2,11.0,0.37526487573558587,0,0,CA,43,Bachelor's,Widowed,1,131,0
1193,2022-07-27,45333,0.11486916153901115,24,768,135018,0.10962448192444699,14,Own,Debt Consolidation,356,2,27,24.0,0.13963688162782795,0,0,NC,53,Master's,Widowed,1,39,0
1194,2022-08-12,9179,0.0967793862944407,24,685,45792,0.5126074728759216,1,Mortgage,Home Improvement,1039,8,15,37.0,0.21058355362859926,0,0,TX,36,Associate's,Married,1,92,0
1195,2022-05-25,49781,0.09217724553615764,24,630,74645,0.17136092698426905,6,Mortgage,Credit Card Refinancing,1180,8,23,47.0,0.7416774596483326,1,0,CA,32,PhD,Divorced,0,75,0
1196,2022-02-01,17843,0.22143833141191774,48,790,27232,0.254770995931044,14,Own,Home Improvement,108,6,29,17.0,0.14753433905956326,0,0,NC,37,High School,Widowed,4,188,0
1197,2023-04-17,24952,0.214085364051804,60,776,74766,0.38455349018140195,17,Rent,Business,1128,3,22,18.0,0.2229467049335211,0,1,MI,68,Associate's,Widowed,0,138,0
1198,2023-04-20,34160,0.13811470560246147,48,819,140601,0.22299630003562712,17,Own,Business,946,4,2,54.0,0.4245526528734912,0,0,MI,27,High School,Widowed,1,168,0
1199,2021-10-25,45898,0.07648092269929092,48,679,101588,0.3485702318761007,9,Rent,Credit Card Refinancing,1237,1,27,2.0,0.07211243068746298,0,0,IL,67,Master's,Widowed,3,2,0
1200,2020-01-25,30516,0.1264504503954917,12,789,199614,0.5046714143693511,17,Own,Home Improvement,876,9,4,34.0,0.2126920607701298,0,0,NC,32,High School,Married,3,238,0
1201,2023-04-18,11449,0.1738686908273823,12,662,25913,0.33526896739513745,0,Own,Credit Card Refinancing,784,10,12,4.0,0.14976812734123657,0,0,TX,31,Associate's,Married,4,45,0
1202,2021-12-10,22125,0.14088063089599057,12,770,132406,0.574488672059798,6,Mortgage,Home Improvement,831,5,8,34.0,0.9513217829118404,0,0,PA,37,PhD,Married,3,231,0
1203,2023-03-30,8418,0.206037853696599,36,595,133693,0.5237503101881709,2,Rent,Home Improvement,1328,14,29,50.0,0.19152588554488914,0,0,OH,33,Associate's,Divorced,1,155,0
1204,2020-06-25,23746,0.2495245644502771,12,761,113449,0.2665196176816971,13,Rent,Business,123,8,26,26.0,0.8617697101703937,0,0,IL,28,Bachelor's,Widowed,4,53,1
1205,2020-10-11,3454,0.08822641768977937,60,787,30567,0.29998106229196886,11,Rent,Other,592,3,10,36.0,0.1147981912666084,0,0,GA,60,High School,Divorced,4,137,0
1206,2020-03-03,18761,0.1419301639319145,48,582,58379,0.31166336351126356,13,Rent,Debt Consolidation,1069,4,23,45.0,0.8696731323025073,0,0,MI,48,Associate's,Divorced,1,103,0
1207,2022-09-29,16223,0.1361967803841644,60,724,20319,0.4130897264622574,3,Rent,Debt Consolidation,1805,4,4,20.0,0.5994337862734697,0,0,PA,45,Master's,Married,1,129,0
1208,2021-10-23,7701,0.11089850654979017,12,722,110005,0.2433978645942699,12,Mortgage,Credit Card Refinancing,1529,8,2,15.0,0.8497059232246179,1,0,PA,36,Master's,Widowed,1,161,0
1209,2021-10-27,3597,0.08961910334405793,36,617,130990,0.5846245694112543,15,Own,Debt Consolidation,202,12,20,27.0,0.8673486885373575,0,0,OH,27,Associate's,Widowed,1,38,0
1210,2020-06-04,1141,0.06313842329793184,36,691,24791,0.4043421103017505,15,Rent,Business,1183,9,27,24.0,0.5963735306674091,0,0,GA,40,Bachelor's,Divorced,4,57,0
1211,2022-12-08,3659,0.2274238634447397,48,578,151401,0.29970082937056675,4,Rent,Other,1209,3,3,32.0,0.917694153395024,0,0,NY,29,High School,Single,3,161,0
1212,2022-08-24,21980,0.13396973953726352,60,577,81032,0.42250490774578364,19,Own,Home Improvement,866,7,28,16.0,0.585448291484623,0,0,OH,68,Bachelor's,Single,1,176,0
1213,2022-04-28,10031,0.14937910370000979,24,646,195150,0.29770250526485387,5,Mortgage,Home Improvement,1122,9,22,42.0,0.7125650778783753,0,0,NC,57,PhD,Widowed,2,3,1
1214,2023-01-12,16037,0.23338840964018318,60,606,108662,0.5088978404897094,5,Mortgage,Business,1800,2,25,29.0,0.4160804771688327,0,0,CA,34,Associate's,Widowed,4,32,0
1215,2023-10-16,47738,0.20525809550318957,12,770,41300,0.3839204802758607,17,Mortgage,Debt Consolidation,471,4,6,40.0,0.9140676944709873,0,0,CA,54,Bachelor's,Divorced,0,205,0
1216,2021-11-19,39429,0.07610025282343685,24,743,95700,0.12098525170303351,5,Own,Home Improvement,778,3,18,52.0,0.8241625389120266,0,0,OH,53,PhD,Divorced,3,149,0
1217,2020-05-27,7142,0.16308399352154848,36,572,75609,0.18837843371173038,6,Own,Debt Consolidation,695,8,20,3.0,0.16671311161692748,0,0,IL,49,Bachelor's,Married,4,68,0
1218,2020-12-07,13109,0.13845045530391184,48,525,110045,0.5324969865147673,15,Mortgage,Business,301,4,29,1.0,0.5763878502046987,0,0,CA,61,PhD,Divorced,1,145,0
1219,2021-04-20,23010,0.20944221451575257,48,709,81901,0.38144991317839494,8,Mortgage,Home Improvement,1725,9,6,59.0,0.8968273290869464,0,0,CA,31,Master's,Divorced,2,170,0
1220,2022-12-22,9787,0.19484650952238985,36,591,25703,0.5751717382569526,12,Own,Credit Card Refinancing,188,1,24,8.0,0.7930644936589509,0,0,NY,54,Master's,Single,0,68,0
1221,2023-10-15,43864,0.1880811443822144,12,624,83115,0.1362111564303424,11,Mortgage,Other,536,1,22,53.0,0.962552780661325,0,0,MI,22,Associate's,Single,3,84,0
1222,2021-07-14,9472,0.11810896709597939,36,572,47676,0.24763031504298696,18,Rent,Debt Consolidation,219,4,15,30.0,0.2313016869475948,0,0,NC,42,Bachelor's,Single,1,12,0
1223,2020-11-22,24383,0.2109927460798509,12,622,141332,0.1967716866197863,0,Own,Debt Consolidation,255,3,11,24.0,0.367459633130478,0,1,TX,26,Master's,Single,4,218,1
1224,2023-03-10,5249,0.06047825911897225,24,808,196512,0.3769201461143681,7,Mortgage,Debt Consolidation,498,3,22,36.0,0.5071918880181313,0,0,NC,22,High School,Divorced,4,45,0
1225,2022-09-16,48717,0.08192498028643345,36,683,187995,0.29139641553995466,3,Rent,Debt Consolidation,1823,10,8,35.0,0.23266917002726495,0,0,PA,42,Master's,Widowed,3,164,0
1226,2020-08-02,35518,0.11712465459558236,12,686,49802,0.17863676703819661,18,Own,Business,287,12,9,54.0,0.39404525518881905,0,0,MI,46,Master's,Single,2,80,0
1227,2021-03-10,19351,0.06536148821385626,24,697,110331,0.4213759569797735,4,Own,Business,1897,2,9,4.0,0.5375392044243325,0,0,PA,41,Bachelor's,Married,1,179,0
1228,2022-08-09,5088,0.09699885550693832,36,577,144786,0.3681491828985932,16,Rent,Business,1175,14,8,23.0,0.19133920300134066,0,0,OH,66,PhD,Married,3,135,0
1229,2021-12-23,16282,0.21603019659958364,48,847,85169,0.2373681256481505,2,Own,Business,751,10,14,23.0,0.2566878187025806,0,0,MI,30,High School,Divorced,3,161,0
1230,2023-09-03,20330,0.23965030755801586,36,685,88147,0.3398856788911889,18,Mortgage,Home Improvement,1654,10,15,28.0,0.12484249980879447,0,0,GA,37,High School,Married,4,48,0
1231,2020-02-01,43409,0.11092047115483811,60,843,42075,0.4728691575205948,0,Own,Business,1603,2,20,49.0,0.7133814098857485,0,0,TX,49,PhD,Single,3,194,0
1232,2021-10-31,22778,0.10290316079776765,36,752,102015,0.20263583727532927,0,Mortgage,Home Improvement,686,8,12,44.0,0.361551926536133,0,0,GA,61,Bachelor's,Widowed,0,33,0
1233,2020-10-11,25264,0.10597853044928539,60,512,29304,0.24645287335086455,19,Rent,Credit Card Refinancing,329,1,3,30.0,0.2202661531837884,0,0,PA,67,Master's,Widowed,0,206,0
1234,2023-08-21,6075,0.10554381747016878,24,798,149851,0.2730554935470576,8,Rent,Business,1604,14,18,36.0,0.5073241491809525,0,0,PA,57,PhD,Single,1,84,0
1235,2021-03-04,11412,0.0571860364371946,36,575,140729,0.4733632186005158,4,Own,Credit Card Refinancing,1253,8,7,57.0,0.06824930568524767,0,0,TX,60,High School,Married,3,101,0
1236,2020-10-12,49454,0.23538326926622163,24,550,79622,0.5234612997754535,6,Rent,Business,154,10,10,55.0,0.9234066063183948,0,1,PA,45,High School,Divorced,4,155,0
1237,2023-03-13,29365,0.09273962831406568,24,774,74215,0.2881942482208054,5,Rent,Credit Card Refinancing,370,3,20,18.0,0.29446752115726427,0,0,GA,37,Master's,Widowed,1,47,0
1238,2023-12-18,8230,0.13400081481628098,12,648,93973,0.24831043091695912,16,Own,Other,1223,2,6,22.0,0.8864643481838621,0,0,OH,35,Master's,Single,2,234,0
1239,2022-11-08,49200,0.05193737654819355,24,718,128654,0.5447233791758386,16,Mortgage,Credit Card Refinancing,1192,9,10,34.0,0.497620065324647,0,0,MI,69,Associate's,Single,4,85,0
1240,2020-01-18,12002,0.22159101818301144,24,621,163593,0.5996824660963394,12,Own,Home Improvement,1422,5,26,53.0,0.8501504977106406,0,0,MI,55,PhD,Married,2,194,0
1241,2022-02-07,14947,0.19623146889098345,36,710,44028,0.4351768198308995,11,Own,Debt Consolidation,1069,14,8,49.0,0.2470644407896445,0,0,OH,45,Master's,Divorced,1,43,0
1242,2021-08-12,14686,0.23935120703474067,36,779,59328,0.5949903074945904,3,Mortgage,Credit Card Refinancing,1652,5,5,5.0,0.17527060224275304,0,0,TX,68,Associate's,Divorced,0,80,0
1243,2023-10-26,30304,0.20632309583927982,48,525,47301,0.42998313890095496,7,Mortgage,Debt Consolidation,1477,13,28,5.0,0.8494118032348283,0,0,MI,32,Bachelor's,Married,4,147,0
